"x","y","z"
-107.874998628337,34.958334205,2043.0744
-107.833331958337,34.958334205,2049.1704
-107.791665288337,34.958334205,2100.072
-107.749998618337,34.958334205,2398.1664
-107.708331948337,34.958334205,2071.116
-107.666665278337,34.958334205,2002.2312
-107.624998608337,34.958334205,2009.2416
-107.583331938337,34.958334205,2008.0224
-107.541665268337,34.958334205,1894.9416
-107.499998598337,34.958334205,1907.1336
-107.458331928337,34.958334205,1911.096
-107.416665258337,34.958334205,1903.1712
-107.374998588337,34.958334205,1889.1504
-107.333331918337,34.958334205,1761.1344
-107.291665248337,34.958334205,1710.2328
-107.249998578337,34.958334205,1694.0784
-107.208331908337,34.958334205,1684.02
-107.166665238337,34.958334205,1669.9992
-107.124998568337,34.958334205,1682.1912
-107.083331898337,34.958334205,1662.0744
-107.041665228337,34.958334205,1630.0704
-106.999998558337,34.958334205,1616.964
-106.958331888337,34.958334205,1586.1792
-106.916665218337,34.958334205,1626.108
-106.874998548337,34.958334205,1700.1744
-106.833331878337,34.958334205,1676.0952
-106.791665208337,34.958334205,1627.0224
-106.749998538337,34.958334205,1591.056
-106.708331868337,34.958334205,1497.1776
-106.666665198337,34.958334205,1513.9416
-106.624998528337,34.958334205,1611.1728
-106.583331858337,34.958334205,1605.0768
-106.541665188337,34.958334205,1641.0432
-106.499998518337,34.958334205,1726.9968
-106.458331848337,34.958334205,1840.992
-106.416665178337,34.958334205,2221.0776
-106.374998508337,34.958334205,2238.1464
-106.333331838337,34.958334205,2280.2088
-106.291665168337,34.958334205,2217.1152
-106.249998498337,34.958334205,2156.1552
-106.208331828337,34.958334205,2092.1472
-106.166665158337,34.958334205,1999.1832
-106.124998488337,34.958334205,1933.956
-106.083331818337,34.958334205,1904.0856
-106.041665148337,34.958334205,1890.0648
-105.999998478337,34.958334205,1890.9792
-105.958331808337,34.958334205,1919.0208
-105.916665138337,34.958334205,1922.0688
-105.874998468337,34.958334205,1950.1104
-105.833331798337,34.958334205,2004.06
-105.791665128337,34.958334205,2036.9784
-105.749998458337,34.958334205,2130.2472
-105.708331788337,34.958334205,2198.2176
-105.666665118337,34.958334205,2145.1824
-105.624998448337,34.958334205,2130.2472
-105.583331778337,34.958334205,2083.0032
-105.541665108337,34.958334205,2038.1976
-105.499998438337,34.958334205,2011.9848
-105.458331768337,34.958334205,1990.0392
-105.416665098337,34.958334205,1933.0416
-105.374998428337,34.958334205,1893.1128
-105.333331758337,34.958334205,1881.2256
-105.291665088337,34.958334205,1842.2112
-105.249998418337,34.958334205,1794.0528
-105.208331748337,34.958334205,1807.1592
-105.166665078337,34.958334205,1768.1448
-105.124998408337,34.958334205,1746.1992
-105.083331738337,34.958334205,1707.1848
-105.041665068337,34.958334205,1684.9344
-104.999998398337,34.958334205,1648.0536
-104.958331728337,34.958334205,1647.1392
-104.916665058337,34.958334205,1650.1872
-104.874998388337,34.958334205,1641.0432
-104.833331718337,34.958334205,1590.1416
-104.791665048337,34.958334205,1538.0208
-104.749998378337,34.958334205,1477.0608
-104.708331708337,34.958334205,1424.0256
-104.666665038337,34.958334205,1440.18
-104.624998368337,34.958334205,1456.0296
-104.583331698337,34.958334205,1498.092
-104.541665028337,34.958334205,1455.1152
-104.499998358337,34.958334205,1470.9648
-104.458331688337,34.958334205,1533.144
-104.416665018337,34.958334205,1524
-104.374998348337,34.958334205,1502.9688
-104.333331678337,34.958334205,1524
-104.291665008337,34.958334205,1554.1752
-104.249998338337,34.958334205,1590.1416
-104.208331668337,34.958334205,1576.1208
-104.166664998337,34.958334205,1630.0704
-104.124998328337,34.958334205,1644.0912
-104.083331658337,34.958334205,1630.9848
-104.041664988337,34.958334205,1607.2104
-103.999998318337,34.958334205,1445.0568
-103.958331648337,34.958334205,1369.1616
-103.916664978337,34.958334205,1459.0776
-103.874998308337,34.958334205,1328.0136
-103.833331638337,34.958334205,1313.9928
-103.791664968337,34.958334205,1288.0848
-103.749998298337,34.958334205,1316.1264
-103.708331628337,34.958334205,1416.1008
-103.666664958337,34.958334205,1520.952
-103.624998288337,34.958334205,1323.1368
-103.583331618337,34.958334205,1267.968
-103.541664948337,34.958334205,1292.9616
-103.499998278337,34.958334205,1315.212
-103.458331608337,34.958334205,1391.1072
-103.416664938337,34.958334205,1474.9272
-103.374998268337,34.958334205,1484.0712
-103.333331598337,34.958334205,1440.18
-103.291664928337,34.958334205,1456.0296
-103.249998258337,34.958334205,1328.928
-103.208331588337,34.958334205,1355.1408
-103.166664918337,34.958334205,1321.0032
-103.124998248337,34.958334205,1294.1808
-103.083331578337,34.958334205,1326.1848
-103.041664908337,34.958334205,1321.9176
-102.999998238337,34.958334205,1326.1848
-102.958331568337,34.958334205,1305.1536
-102.916664898337,34.958334205,1287.1704
-102.874998228337,34.958334205,1280.16
-102.833331558337,34.958334205,1271.9304
-102.791664888337,34.958334205,1264.0056
-102.749998218337,34.958334205,1267.968
-102.708331548337,34.958334205,1271.016
-102.666664878337,34.958334205,1269.1872
-102.624998208337,34.958334205,1264.0056
-102.583331538337,34.958334205,1257.9096
-102.541664868337,34.958334205,1246.9368
-102.499998198337,34.958334205,1245.108
-102.458331528337,34.958334205,1227.1248
-102.416664858337,34.958334205,1200.912
-102.374998188337,34.958334205,1185.0624
-102.333331518337,34.958334205,1175.9184
-102.291664848337,34.958334205,1177.1376
-102.249998178337,34.958334205,1159.1544
-102.208331508337,34.958334205,1157.9352
-102.166664838337,34.958334205,1150.9248
-102.124998168337,34.958334205,1142.0856
-102.083331498337,34.958334205,1141.1712
-102.041664828337,34.958334205,1120.14
-101.999998158337,34.958334205,1098.1944
-101.958331488337,34.958334205,1086.9168
-101.916664818337,34.958334205,1068.0192
-101.874998148337,34.958334205,1086.0024
-101.833331478337,34.958334205,1106.1192
-101.791664808337,34.958334205,1096.9752
-101.749998138337,34.958334205,1064.9712
-101.708331468337,34.958334205,977.1888
-101.666664798337,34.958334205,940.0032
-101.624998128337,34.958334205,1032.9672
-101.583331458337,34.958334205,1025.9568
-101.541664788337,34.958334205,981.1512
-101.499998118337,34.958334205,952.1952
-101.458331448337,34.958334205,1018.9464
-101.416664778337,34.958334205,1027.176
-101.374998108337,34.958334205,1028.0904
-101.333331438337,34.958334205,1020.1656
-101.291664768337,34.958334205,1006.1448
-101.249998098337,34.958334205,922.9344
-101.208331428337,34.958334205,875.0808
-101.166664758337,34.958334205,840.9432
-101.124998088337,34.958334205,826.9224
-101.083331418337,34.958334205,861.06
-101.041664748337,34.958334205,889.1016
-100.999998078337,34.958334205,886.0536
-100.958331408337,34.958334205,854.964
-100.916664738337,34.958334205,829.9704
-100.874998068337,34.958334205,822.96
-100.833331398337,34.958334205,815.9496
-100.791664728337,34.958334205,811.0728
-100.749998058337,34.958334205,793.0896
-100.708331388337,34.958334205,771.144
-100.666664718337,34.958334205,754.9896
-100.624998048337,34.958334205,762
-100.583331378337,34.958334205,743.1024
-100.541664708337,34.958334205,722.0712
-100.499998038337,34.958334205,737.9208
-100.458331368337,34.958334205,726.948
-100.416664698337,34.958334205,701.9544
-100.374998028337,34.958334205,676.9608
-100.333331358337,34.958334205,666.9024
-100.291664688337,34.958334205,641.9088
-100.249998018337,34.958334205,614.172
-100.208331348337,34.958334205,605.028
-100.166664678337,34.958334205,605.028
-100.124998008337,34.958334205,597.1032
-100.083331338337,34.958334205,594.9696
-100.041664668337,34.958334205,607.1616
-99.999997998337,34.958334205,601.98
-99.958331328337,34.958334205,576.9864
-99.916664658337,34.958334205,559.0032
-99.874997988337,34.958334205,547.116
-99.833331318337,34.958334205,533.0952
-99.791664648337,34.958334205,522.1224
-99.749997978337,34.958334205,520.9032
-99.708331308337,34.958334205,512.9784
-99.666664638337,34.958334205,504.1392
-99.624997968337,34.958334205,491.0328
-99.583331298337,34.958334205,484.9368
-99.541664628337,34.958334205,487.9848
-99.499997958337,34.958334205,491.0328
-99.458331288337,34.958334205,487.0704
-99.416664618337,34.958334205,499.872
-99.374997948337,34.958334205,498.0432
-99.333331278337,34.958334205,476.0976
-99.291664608337,34.958334205,484.0224
-99.249997938337,34.958334205,468.1728
-99.208331268337,34.958334205,479.1456
-99.166664598337,34.958334205,474.8784
-99.124997928337,34.958334205,454.152
-99.083331258337,34.958334205,466.0392
-99.041664588337,34.958334205,472.1352
-98.999997918337,34.958334205,462.9912
-110.999998878337,35.000000875,1675.1808
-110.958332208337,35.000000875,1627.9368
-110.916665538337,35.000000875,1587.0936
-110.874998868337,35.000000875,1559.052
-110.833332198337,35.000000875,1529.1816
-110.791665528337,35.000000875,1537.1064
-110.749998858337,35.000000875,1526.1336
-110.708332188337,35.000000875,1513.0272
-110.666665518337,35.000000875,1500.2256
-110.624998848337,35.000000875,1502.0544
-110.583332178337,35.000000875,1505.1024
-110.541665508337,35.000000875,1538.9352
-110.499998838337,35.000000875,1566.9768
-110.458332168337,35.000000875,1559.052
-110.416665498337,35.000000875,1559.9664
-110.374998828337,35.000000875,1548.0792
-110.333332158337,35.000000875,1598.0664
-110.291665488337,35.000000875,1598.9808
-110.249998818337,35.000000875,1613.0016
-110.208332148337,35.000000875,1615.1352
-110.166665478337,35.000000875,1566.0624
-110.124998808337,35.000000875,1598.0664
-110.083332138337,35.000000875,1629.156
-110.041665468337,35.000000875,1630.9848
-109.999998798337,35.000000875,1641.0432
-109.958332128337,35.000000875,1630.0704
-109.916665458337,35.000000875,1625.1936
-109.874998788337,35.000000875,1651.1016
-109.833332118337,35.000000875,1661.16
-109.791665448337,35.000000875,1648.968
-109.749998778337,35.000000875,1645.0056
-109.708332108337,35.000000875,1648.968
-109.666665438337,35.000000875,1657.1976
-109.624998768337,35.000000875,1691.0304
-109.583332098337,35.000000875,1726.0824
-109.541665428337,35.000000875,1808.0736
-109.499998758337,35.000000875,1885.188
-109.458332088337,35.000000875,1939.1376
-109.416665418337,35.000000875,1969.008
-109.374998748337,35.000000875,1970.2272
-109.333332078337,35.000000875,1963.2168
-109.291665408337,35.000000875,1995.2208
-109.249998738337,35.000000875,1972.9704
-109.208332068337,35.000000875,1950.1104
-109.166665398337,35.000000875,2006.1936
-109.124998728337,35.000000875,2018.9952
-109.083332058337,35.000000875,1997.964
-109.041665388337,35.000000875,1976.0184
-108.999998718337,35.000000875,1915.9728
-108.958332048337,35.000000875,1894.9416
-108.916665378337,35.000000875,1947.9768
-108.874998708337,35.000000875,2081.1744
-108.833332038337,35.000000875,2129.028
-108.791665368337,35.000000875,2125.0656
-108.749998698337,35.000000875,2064.1056
-108.708332028337,35.000000875,2160.1176
-108.666665358337,35.000000875,2196.9984
-108.624998688337,35.000000875,2235.0984
-108.583332018337,35.000000875,2245.1568
-108.541665348337,35.000000875,2216.2008
-108.499998678337,35.000000875,2193.036
-108.458332008337,35.000000875,2178.1008
-108.416665338337,35.000000875,2170.176
-108.374998668337,35.000000875,2191.2072
-108.333331998337,35.000000875,2228.088
-108.291665328337,35.000000875,2281.1232
-108.249998658337,35.000000875,2249.1192
-108.208331988337,35.000000875,2300.0208
-108.166665318337,35.000000875,2350.008
-108.124998648337,35.000000875,2372.2584
-108.083331978337,35.000000875,2421.0264
-108.041665308337,35.000000875,2303.0688
-107.999998638337,35.000000875,2360.0664
-107.958331968337,35.000000875,2249.1192
-107.916665298337,35.000000875,2219.2488
-107.874998628337,35.000000875,2011.0704
-107.833331958337,35.000000875,2002.2312
-107.791665288337,35.000000875,2056.1808
-107.749998618337,35.000000875,2064.1056
-107.708331948337,35.000000875,2018.0808
-107.666665278337,35.000000875,1961.9976
-107.624998608337,35.000000875,1958.9496
-107.583331938337,35.000000875,1965.96
-107.541665268337,35.000000875,1920.24
-107.499998598337,35.000000875,1911.096
-107.458331928337,35.000000875,1868.1192
-107.416665258337,35.000000875,1842.2112
-107.374998588337,35.000000875,1860.1944
-107.333331918337,35.000000875,1776.0696
-107.291665248337,35.000000875,1712.0616
-107.249998578337,35.000000875,1721.2056
-107.208331908337,35.000000875,1732.1784
-107.166665238337,35.000000875,1751.9904
-107.124998568337,35.000000875,1755.0384
-107.083331898337,35.000000875,1716.9384
-107.041665228337,35.000000875,1683.1056
-106.999998558337,35.000000875,1662.0744
-106.958331888337,35.000000875,1621.2312
-106.916665218337,35.000000875,1611.1728
-106.874998548337,35.000000875,1705.0512
-106.833331878337,35.000000875,1716.9384
-106.791665208337,35.000000875,1671.2184
-106.749998538337,35.000000875,1584.0456
-106.708331868337,35.000000875,1501.14
-106.666665198337,35.000000875,1511.1984
-106.624998528337,35.000000875,1591.9704
-106.583331858337,35.000000875,1612.0872
-106.541665188337,35.000000875,1645.0056
-106.499998518337,35.000000875,1765.0968
-106.458331848337,35.000000875,1874.2152
-106.416665178337,35.000000875,2002.2312
-106.374998508337,35.000000875,2237.232
-106.333331838337,35.000000875,2283.2568
-106.291665168337,35.000000875,2261.0064
-106.249998498337,35.000000875,2164.9944
-106.208331828337,35.000000875,2086.0512
-106.166665158337,35.000000875,2029.968
-106.124998488337,35.000000875,1947.9768
-106.083331818337,35.000000875,1900.1232
-106.041665148337,35.000000875,1893.1128
-105.999998478337,35.000000875,1889.1504
-105.958331808337,35.000000875,1905
-105.916665138337,35.000000875,1920.24
-105.874998468337,35.000000875,1946.148
-105.833331798337,35.000000875,1993.0872
-105.791665128337,35.000000875,2034.2352
-105.749998458337,35.000000875,2098.2432
-105.708331788337,35.000000875,2168.0424
-105.666665118337,35.000000875,2159.2032
-105.624998448337,35.000000875,2124.1512
-105.583331778337,35.000000875,2071.116
-105.541665108337,35.000000875,2042.16
-105.499998438337,35.000000875,2006.1936
-105.458331768337,35.000000875,1960.1688
-105.416665098337,35.000000875,1908.9624
-105.374998428337,35.000000875,1889.1504
-105.333331758337,35.000000875,1872.0816
-105.291665088337,35.000000875,1837.0296
-105.249998418337,35.000000875,1819.0464
-105.208331748337,35.000000875,1801.0632
-105.166665078337,35.000000875,1768.1448
-105.124998408337,35.000000875,1737.0552
-105.083331738337,35.000000875,1705.0512
-105.041665068337,35.000000875,1652.9304
-104.999998398337,35.000000875,1626.108
-104.958331728337,35.000000875,1659.0264
-104.916665058337,35.000000875,1650.1872
-104.874998388337,35.000000875,1629.156
-104.833331718337,35.000000875,1589.2272
-104.791665048337,35.000000875,1559.052
-104.749998378337,35.000000875,1551.1272
-104.708331708337,35.000000875,1467.0024
-104.666665038337,35.000000875,1490.1672
-104.624998368337,35.000000875,1479.1944
-104.583331698337,35.000000875,1477.9752
-104.541665028337,35.000000875,1491.996
-104.499998358337,35.000000875,1519.1232
-104.458331688337,35.000000875,1525.2192
-104.416665018337,35.000000875,1512.1128
-104.374998348337,35.000000875,1527.9624
-104.333331678337,35.000000875,1473.0984
-104.291665008337,35.000000875,1513.9416
-104.249998338337,35.000000875,1580.9976
-104.208331668337,35.000000875,1498.092
-104.166664998337,35.000000875,1469.136
-104.124998328337,35.000000875,1634.0328
-104.083331658337,35.000000875,1579.1688
-104.041664988337,35.000000875,1404.2136
-103.999998318337,35.000000875,1347.216
-103.958331648337,35.000000875,1331.976
-103.916664978337,35.000000875,1324.0512
-103.874998308337,35.000000875,1315.212
-103.833331638337,35.000000875,1298.1432
-103.791664968337,35.000000875,1278.9408
-103.749998298337,35.000000875,1283.208
-103.708331628337,35.000000875,1347.216
-103.666664958337,35.000000875,1313.9928
-103.624998288337,35.000000875,1271.9304
-103.583331618337,35.000000875,1245.108
-103.541664948337,35.000000875,1256.0808
-103.499998278337,35.000000875,1276.1976
-103.458331608337,35.000000875,1306.068
-103.416664938337,35.000000875,1349.9592
-103.374998268337,35.000000875,1384.0968
-103.333331598337,35.000000875,1302.1056
-103.291664928337,35.000000875,1276.1976
-103.249998258337,35.000000875,1249.9848
-103.208331588337,35.000000875,1244.1936
-103.166664918337,35.000000875,1242.06
-103.124998248337,35.000000875,1226.2104
-103.083331578337,35.000000875,1234.1352
-103.041664908337,35.000000875,1266.1392
-102.999998238337,35.000000875,1334.1096
-102.958331568337,35.000000875,1310.9448
-102.916664898337,35.000000875,1301.1912
-102.874998228337,35.000000875,1283.208
-102.833331558337,35.000000875,1280.16
-102.791664888337,35.000000875,1262.1768
-102.749998218337,35.000000875,1259.1288
-102.708331548337,35.000000875,1256.9952
-102.666664878337,35.000000875,1249.9848
-102.624998208337,35.000000875,1252.1184
-102.583331538337,35.000000875,1253.9472
-102.541664868337,35.000000875,1253.9472
-102.499998198337,35.000000875,1242.06
-102.458331528337,35.000000875,1238.0976
-102.416664858337,35.000000875,1214.0184
-102.374998188337,35.000000875,1194.2064
-102.333331518337,35.000000875,1205.1792
-102.291664848337,35.000000875,1189.0248
-102.249998178337,35.000000875,1175.004
-102.208331508337,35.000000875,1164.0312
-102.166664838337,35.000000875,1157.9352
-102.124998168337,35.000000875,1149.096
-102.083331498337,35.000000875,1142.0856
-102.041664828337,35.000000875,1128.0648
-101.999998158337,35.000000875,1113.1296
-101.958331488337,35.000000875,1093.9272
-101.916664818337,35.000000875,1068.9336
-101.874998148337,35.000000875,1098.1944
-101.833331478337,35.000000875,1099.1088
-101.791664808337,35.000000875,1089.9648
-101.749998138337,35.000000875,1077.1632
-101.708331468337,35.000000875,1050.036
-101.666664798337,35.000000875,1029.0048
-101.624998128337,35.000000875,1059.18
-101.583331458337,35.000000875,1057.9608
-101.541664788337,35.000000875,1050.036
-101.499998118337,35.000000875,1045.1592
-101.458331448337,35.000000875,1038.1488
-101.416664778337,35.000000875,1036.0152
-101.374998108337,35.000000875,1034.1864
-101.333331438337,35.000000875,1021.08
-101.291664768337,35.000000875,979.0176
-101.249998098337,35.000000875,1000.0488
-101.208331428337,35.000000875,946.0992
-101.166664758337,35.000000875,899.16
-101.124998088337,35.000000875,897.9408
-101.083331418337,35.000000875,889.1016
-101.041664748337,35.000000875,892.1496
-100.999998078337,35.000000875,868.9848
-100.958331408337,35.000000875,854.0496
-100.916664738337,35.000000875,811.0728
-100.874998068337,35.000000875,787.908
-100.833331398337,35.000000875,783.9456
-100.791664728337,35.000000875,757.1232
-100.749998058337,35.000000875,751.0272
-100.708331388337,35.000000875,743.1024
-100.666664718337,35.000000875,748.8936
-100.624998048337,35.000000875,722.9856
-100.583331378337,35.000000875,728.1672
-100.541664708337,35.000000875,701.9544
-100.499998038337,35.000000875,700.1256
-100.458331368337,35.000000875,686.1048
-100.416664698337,35.000000875,697.0776
-100.374998028337,35.000000875,679.0944
-100.333331358337,35.000000875,630.936
-100.291664688337,35.000000875,640.9944
-100.249998018337,35.000000875,651.0528
-100.208331348337,35.000000875,648.9192
-100.166664678337,35.000000875,640.9944
-100.124998008337,35.000000875,644.9568
-100.083331338337,35.000000875,627.888
-100.041664668337,35.000000875,621.1824
-99.999997998337,35.000000875,589.1784
-99.958331328337,35.000000875,584.9112
-99.916664658337,35.000000875,559.9176
-99.874997988337,35.000000875,544.068
-99.833331318337,35.000000875,551.0784
-99.791664648337,35.000000875,537.972
-99.749997978337,35.000000875,526.9992
-99.708331308337,35.000000875,512.064
-99.666664638337,35.000000875,505.968
-99.624997968337,35.000000875,505.968
-99.583331298337,35.000000875,487.0704
-99.541664628337,35.000000875,512.9784
-99.499997958337,35.000000875,518.16
-99.458331288337,35.000000875,518.16
-99.416664618337,35.000000875,530.0472
-99.374997948337,35.000000875,512.9784
-99.333331278337,35.000000875,480.9744
-99.291664608337,35.000000875,491.0328
-99.249997938337,35.000000875,487.9848
-99.208331268337,35.000000875,484.9368
-99.166664598337,35.000000875,480.06
-99.124997928337,35.000000875,459.9432
-99.083331258337,35.000000875,470.916
-99.041664588337,35.000000875,463.9056
-98.999997918337,35.000000875,455.0664
-110.999998878337,35.041667545,1658.112
-110.958332208337,35.041667545,1620.012
-110.916665538337,35.041667545,1572.1584
-110.874998868337,35.041667545,1541.0688
-110.833332198337,35.041667545,1525.2192
-110.791665528337,35.041667545,1520.952
-110.749998858337,35.041667545,1520.952
-110.708332188337,35.041667545,1498.092
-110.666665518337,35.041667545,1493.2152
-110.624998848337,35.041667545,1513.0272
-110.583332178337,35.041667545,1531.0104
-110.541665508337,35.041667545,1529.1816
-110.499998838337,35.041667545,1545.9456
-110.458332168337,35.041667545,1552.956
-110.416665498337,35.041667545,1552.0416
-110.374998828337,35.041667545,1579.1688
-110.333332158337,35.041667545,1618.1832
-110.291665488337,35.041667545,1665.1224
-110.249998818337,35.041667545,1693.164
-110.208332148337,35.041667545,1698.0408
-110.166665478337,35.041667545,1618.1832
-110.124998808337,35.041667545,1602.9432
-110.083332138337,35.041667545,1633.1184
-110.041665468337,35.041667545,1684.9344
-109.999998798337,35.041667545,1704.1368
-109.958332128337,35.041667545,1698.9552
-109.916665458337,35.041667545,1701.0888
-109.874998788337,35.041667545,1646.2248
-109.833332118337,35.041667545,1676.0952
-109.791665448337,35.041667545,1703.2224
-109.749998778337,35.041667545,1683.1056
-109.708332108337,35.041667545,1671.2184
-109.666665438337,35.041667545,1676.0952
-109.624998768337,35.041667545,1677.0096
-109.583332098337,35.041667545,1716.024
-109.541665428337,35.041667545,1753.2096
-109.499998758337,35.041667545,1798.0152
-109.458332088337,35.041667545,1846.1736
-109.416665418337,35.041667545,1846.1736
-109.374998748337,35.041667545,1844.04
-109.333332078337,35.041667545,1840.0776
-109.291665408337,35.041667545,1869.948
-109.249998738337,35.041667545,1958.9496
-109.208332068337,35.041667545,1954.9872
-109.166665398337,35.041667545,2004.06
-109.124998728337,35.041667545,2022.0432
-109.083332058337,35.041667545,2029.0536
-109.041665388337,35.041667545,2001.012
-108.999998718337,35.041667545,1933.0416
-108.958332048337,35.041667545,1900.1232
-108.916665378337,35.041667545,1903.1712
-108.874998708337,35.041667545,1935.1752
-108.833332038337,35.041667545,1954.9872
-108.791665368337,35.041667545,2018.0808
-108.749998698337,35.041667545,2092.1472
-108.708332028337,35.041667545,2148.2304
-108.666665358337,35.041667545,2149.1448
-108.624998688337,35.041667545,2194.2552
-108.583332018337,35.041667545,2159.2032
-108.541665348337,35.041667545,2179.0152
-108.499998678337,35.041667545,2153.1072
-108.458332008337,35.041667545,2161.032
-108.416665338337,35.041667545,2171.0904
-108.374998668337,35.041667545,2194.2552
-108.333331998337,35.041667545,2213.1528
-108.291665328337,35.041667545,2259.1776
-108.249998658337,35.041667545,2255.2152
-108.208331988337,35.041667545,2333.244
-108.166665318337,35.041667545,2429.256
-108.124998648337,35.041667545,2513.076
-108.083331978337,35.041667545,2375.0016
-108.041665308337,35.041667545,2404.2624
-107.999998638337,35.041667545,2350.008
-107.958331968337,35.041667545,2378.0496
-107.916665298337,35.041667545,2136.0384
-107.874998628337,35.041667545,2003.1456
-107.833331958337,35.041667545,1979.0664
-107.791665288337,35.041667545,2072.0304
-107.749998618337,35.041667545,1971.1416
-107.708331948337,35.041667545,1983.0288
-107.666665278337,35.041667545,1913.2296
-107.624998608337,35.041667545,1875.1296
-107.583331938337,35.041667545,1886.1024
-107.541665268337,35.041667545,1882.14
-107.499998598337,35.041667545,1844.9544
-107.458331928337,35.041667545,1807.1592
-107.416665258337,35.041667545,1799.2344
-107.374998588337,35.041667545,1778.2032
-107.333331918337,35.041667545,1753.2096
-107.291665248337,35.041667545,1771.1928
-107.249998578337,35.041667545,1822.0944
-107.208331908337,35.041667545,1945.2336
-107.166665238337,35.041667545,1947.0624
-107.124998568337,35.041667545,1787.0424
-107.083331898337,35.041667545,1701.0888
-107.041665228337,35.041667545,1673.9616
-106.999998558337,35.041667545,1662.9888
-106.958331888337,35.041667545,1623.9744
-106.916665218337,35.041667545,1648.0536
-106.874998548337,35.041667545,1755.0384
-106.833331878337,35.041667545,1754.124
-106.791665208337,35.041667545,1712.976
-106.749998538337,35.041667545,1595.9328
-106.708331868337,35.041667545,1509.9792
-106.666665198337,35.041667545,1502.9688
-106.624998528337,35.041667545,1594.104
-106.583331858337,35.041667545,1613.0016
-106.541665188337,35.041667545,1643.1768
-106.499998518337,35.041667545,1741.0176
-106.458331848337,35.041667545,1935.1752
-106.416665178337,35.041667545,2114.0928
-106.374998508337,35.041667545,2109.216
-106.333331838337,35.041667545,2256.1296
-106.291665168337,35.041667545,2195.1696
-106.249998498337,35.041667545,2125.98
-106.208331828337,35.041667545,2099.1576
-106.166665158337,35.041667545,1996.1352
-106.124998488337,35.041667545,1953.1584
-106.083331818337,35.041667545,1912.0104
-106.041665148337,35.041667545,1900.1232
-105.999998478337,35.041667545,1897.9896
-105.958331808337,35.041667545,1890.0648
-105.916665138337,35.041667545,1929.0792
-105.874998468337,35.041667545,1960.1688
-105.833331798337,35.041667545,2045.208
-105.791665128337,35.041667545,2043.9888
-105.749998458337,35.041667545,2063.1912
-105.708331788337,35.041667545,2131.1616
-105.666665118337,35.041667545,2150.0592
-105.624998448337,35.041667545,2146.0968
-105.583331778337,35.041667545,2035.1496
-105.541665108337,35.041667545,1970.2272
-105.499998438337,35.041667545,1947.9768
-105.458331768337,35.041667545,1922.9832
